team1,team2,home_team,team1_score,year,week,postseason,Att_x,Cmp,Cmp %,Yds/Att,Pass Yds,TD_x,INT,Rate,1st,1st%,20+_x,40+_x,Sck,SckY,Att_y,Rush Yds,YPC,TD_y,20+_y,40+_y,Rush 1st,Rush 1st%,Rush FUM,FGM,FG %,XPM,XP Pct,KRet TD,PRet T,allowed_Att_x,allowed_Cmp,allowed_Cmp %,allowed_Yds/Att,allowed_Yds,allowed_TD_x,allowed_INT_x,allowed_1st,allowed_1st%,allowed_Sck,allowed_Att_y,allowed_Rush Yds,allowed_YPC,allowed_TD_y,allowed_Rush 1st,allowed_Rush 1st%,allowed_FF,allowed_FR,allowed_FR TD,allowed_INT_y,allowed_INT TD,allowed_INT Yds
Bills,Redskins,0,25,2015,15,0,465.0,295.0,63.4,7.7,3600.0,23.0,9.0,95.6,155.0,33.3,51.0,12.0,42.0,257.0,509.0,2432.0,4.8,19.0,19.0,4.0,122.0,24.0,9.0,23.0,85.2,34.0,85.0,0.0,0.0,566.0,354.0,62.5,7.3,4128.0,30.0,11.0,202.0,35.7,38.0,406.0,1962.0,4.8,10.0,103.0,25.4,22.0,15.0,1.0,11.0,1.0,181.0
Seahawks,Browns,1,30,2015,15,0,489.0,333.0,68.1,8.3,4061.0,34.0,8.0,109.8,190.0,38.8,60.0,9.0,46.0,271.0,500.0,2268.0,4.5,10.0,12.0,2.0,128.0,25.6,7.0,29.0,93.6,40.0,90.9,1.0,1.0,511.0,322.0,63.0,7.8,4012.0,34.0,11.0,186.0,36.4,29.0,458.0,2055.0,4.5,11.0,104.0,22.7,14.0,10.0,0.0,11.0,2.0,210.0
Browns,Seahawks,0,13,2015,15,0,609.0,371.0,60.9,6.8,4156.0,20.0,12.0,84.0,192.0,31.5,48.0,12.0,53.0,374.0,380.0,1529.0,4.0,5.0,10.0,2.0,81.0,21.3,5.0,28.0,87.5,22.0,91.7,0.0,1.0,548.0,333.0,60.8,6.1,3364.0,14.0,14.0,175.0,31.9,37.0,362.0,1304.0,3.6,10.0,71.0,19.6,18.0,8.0,3.0,14.0,0.0,205.0
Raiders,Packers,1,20,2015,15,0,605.0,373.0,61.6,6.8,4129.0,34.0,14.0,91.0,193.0,31.9,53.0,10.0,33.0,250.0,370.0,1457.0,3.9,7.0,10.0,2.0,74.0,20.0,6.0,21.0,80.8,38.0,97.4,0.0,0.0,551.0,321.0,58.3,6.6,3642.0,20.0,16.0,183.0,33.2,43.0,420.0,1905.0,4.5,13.0,96.0,22.9,12.0,6.0,0.0,16.0,2.0,198.0
Packers,Raiders,0,30,2015,15,0,573.0,348.0,60.7,6.7,3825.0,31.0,8.0,92.7,173.0,30.2,55.0,6.0,47.0,322.0,436.0,1850.0,4.2,8.0,9.0,1.0,100.0,22.9,8.0,24.0,85.7,36.0,100.0,0.0,0.0,641.0,404.0,63.0,6.5,4140.0,25.0,14.0,206.0,32.1,38.0,406.0,1678.0,4.1,12.0,94.0,23.2,14.0,10.0,0.0,14.0,1.0,73.0
Steelers,Broncos,1,34,2015,15,0,590.0,391.0,66.3,8.2,4822.0,26.0,21.0,91.2,207.0,35.1,61.0,21.0,33.0,219.0,388.0,1724.0,4.4,16.0,15.0,3.0,91.0,23.4,5.0,35.0,83.3,32.0,94.1,0.0,1.0,573.0,344.0,60.0,5.6,3193.0,19.0,14.0,162.0,28.3,52.0,408.0,1337.0,3.3,10.0,81.0,19.8,22.0,12.0,1.0,14.0,4.0,321.0
Broncos,Steelers,0,27,2015,15,0,606.0,368.0,60.7,7.0,4216.0,19.0,23.0,76.3,201.0,33.2,41.0,11.0,39.0,246.0,411.0,1718.0,4.2,13.0,11.0,2.0,85.0,20.7,5.0,30.0,85.7,35.0,97.2,0.0,1.0,625.0,402.0,64.3,7.0,4350.0,29.0,17.0,231.0,37.0,48.0,382.0,1459.0,3.8,6.0,71.0,18.6,16.0,13.0,0.0,17.0,2.0,282.0
Chargers,Dolphins,1,30,2015,15,0,667.0,442.0,66.3,7.3,4855.0,30.0,13.0,94.5,230.0,34.5,53.0,8.0,40.0,264.0,393.0,1358.0,3.5,4.0,9.0,1.0,79.0,20.1,7.0,26.0,81.2,28.0,87.5,0.0,0.0,542.0,350.0,64.6,7.4,4000.0,31.0,13.0,203.0,37.4,31.0,502.0,2019.0,4.0,13.0,112.0,22.3,8.0,3.0,0.0,13.0,3.0,184.0
Dolphins,Chargers,0,14,2015,15,0,588.0,365.0,62.1,7.2,4231.0,24.0,12.0,88.9,194.0,33.0,57.0,13.0,45.0,420.0,344.0,1496.0,4.4,11.0,12.0,1.0,72.0,20.9,4.0,13.0,81.2,33.0,91.7,0.0,1.0,510.0,328.0,64.3,7.4,3786.0,22.0,11.0,170.0,33.3,32.0,417.0,2005.0,4.8,17.0,101.0,24.2,11.0,9.0,0.0,11.0,1.0,152.0
Niners,Bengals,1,14,2015,15,0,526.0,322.0,61.2,6.9,3646.0,16.0,12.0,82.6,154.0,29.3,46.0,12.0,53.0,330.0,390.0,1544.0,4.0,7.0,6.0,2.0,83.0,21.3,8.0,24.0,88.9,20.0,95.2,0.0,0.0,646.0,415.0,64.2,6.2,3976.0,18.0,21.0,202.0,31.3,42.0,344.0,1477.0,4.3,8.0,74.0,21.5,10.0,7.0,0.0,21.0,1.0,202.0
Bengals,Niners,0,24,2015,15,0,505.0,334.0,66.1,8.1,4104.0,31.0,9.0,104.1,191.0,37.8,63.0,13.0,32.0,181.0,467.0,1805.0,3.9,18.0,5.0,0.0,99.0,21.2,8.0,23.0,82.1,48.0,98.0,0.0,0.0,549.0,375.0,68.3,7.6,4179.0,21.0,9.0,199.0,36.2,28.0,504.0,2020.0,4.0,20.0,128.0,25.4,5.0,3.0,0.0,9.0,1.0,125.0
Eagles,Cardinals,1,17,2015,15,0,623.0,405.0,65.0,7.0,4341.0,23.0,18.0,85.6,193.0,31.0,53.0,14.0,37.0,254.0,442.0,1743.0,3.9,15.0,12.0,2.0,110.0,24.9,10.0,21.0,80.8,42.0,95.4,0.0,2.0,573.0,343.0,59.9,6.4,3687.0,24.0,19.0,177.0,30.9,36.0,373.0,1460.0,3.9,9.0,79.0,21.2,22.0,14.0,2.0,19.0,4.0,263.0
Cardinals,Eagles,0,40,2015,15,0,562.0,353.0,62.8,8.5,4775.0,35.0,13.0,101.0,237.0,42.2,66.0,15.0,27.0,159.0,452.0,1917.0,4.2,16.0,12.0,5.0,92.0,20.4,8.0,28.0,90.3,53.0,91.4,1.0,0.0,633.0,394.0,62.2,6.8,4273.0,36.0,15.0,239.0,37.8,37.0,478.0,2153.0,4.5,10.0,100.0,20.9,18.0,11.0,1.0,15.0,3.0,280.0
Saints,Lions,1,27,2015,15,0,667.0,460.0,69.0,7.8,5205.0,32.0,12.0,100.6,247.0,37.0,72.0,13.0,32.0,235.0,397.0,1491.0,3.8,16.0,6.0,2.0,98.0,24.7,3.0,18.0,69.2,44.0,95.6,0.0,1.0,528.0,360.0,68.2,7.2,3786.0,27.0,9.0,191.0,36.2,43.0,428.0,1808.0,4.2,18.0,96.0,22.4,17.0,9.0,1.0,9.0,1.0,103.0
Lions,Saints,0,35,2015,15,0,632.0,420.0,66.5,7.1,4463.0,33.0,14.0,95.1,236.0,37.3,52.0,8.0,44.0,251.0,354.0,1335.0,3.8,7.0,7.0,0.0,71.0,20.1,7.0,22.0,91.7,36.0,92.3,0.0,0.0,544.0,372.0,68.4,8.4,4544.0,45.0,9.0,223.0,41.0,31.0,421.0,2071.0,4.9,12.0,103.0,24.5,18.0,13.0,1.0,9.0,0.0,87.0
Raiders,Chargers,1,23,2015,16,0,605.0,373.0,61.6,6.8,4129.0,34.0,14.0,91.0,193.0,31.9,53.0,10.0,33.0,250.0,370.0,1457.0,3.9,7.0,10.0,2.0,74.0,20.0,6.0,21.0,80.8,38.0,97.4,0.0,0.0,510.0,328.0,64.3,7.4,3786.0,22.0,11.0,170.0,33.3,32.0,417.0,2005.0,4.8,17.0,101.0,24.2,11.0,9.0,0.0,11.0,1.0,152.0
Chargers,Raiders,0,20,2015,16,0,667.0,442.0,66.3,7.3,4855.0,30.0,13.0,94.5,230.0,34.5,53.0,8.0,40.0,264.0,393.0,1358.0,3.5,4.0,9.0,1.0,79.0,20.1,7.0,26.0,81.2,28.0,87.5,0.0,0.0,641.0,404.0,63.0,6.5,4140.0,25.0,14.0,206.0,32.1,38.0,406.0,1678.0,4.1,12.0,94.0,23.2,14.0,10.0,0.0,14.0,1.0,73.0
Eagles,Redskins,1,24,2015,16,0,623.0,405.0,65.0,7.0,4341.0,23.0,18.0,85.6,193.0,31.0,53.0,14.0,37.0,254.0,442.0,1743.0,3.9,15.0,12.0,2.0,110.0,24.9,10.0,21.0,80.8,42.0,95.4,0.0,2.0,566.0,354.0,62.5,7.3,4128.0,30.0,11.0,202.0,35.7,38.0,406.0,1962.0,4.8,10.0,103.0,25.4,22.0,15.0,1.0,11.0,1.0,181.0
Redskins,Eagles,0,38,2015,16,0,555.0,386.0,69.6,7.7,4294.0,30.0,11.0,102.0,208.0,37.5,52.0,9.0,27.0,199.0,429.0,1566.0,3.6,9.0,10.0,2.0,81.0,18.9,11.0,26.0,86.7,40.0,97.6,2.0,0.0,633.0,394.0,62.2,6.8,4273.0,36.0,15.0,239.0,37.8,37.0,478.0,2153.0,4.5,10.0,100.0,20.9,18.0,11.0,1.0,15.0,3.0,280.0
Dolphins,Colts,1,12,2015,16,0,588.0,365.0,62.1,7.2,4231.0,24.0,12.0,88.9,194.0,33.0,57.0,13.0,45.0,420.0,344.0,1496.0,4.4,11.0,12.0,1.0,72.0,20.9,4.0,13.0,81.2,33.0,91.7,0.0,1.0,585.0,354.0,60.5,7.0,4114.0,29.0,17.0,210.0,35.9,35.0,452.0,1952.0,4.3,14.0,89.0,19.7,13.0,8.0,1.0,17.0,4.0,196.0
Colts,Dolphins,0,18,2015,16,0,619.0,355.0,57.4,6.4,3928.0,26.0,19.0,77.5,195.0,31.5,46.0,7.0,37.0,224.0,396.0,1438.0,3.6,6.0,7.0,0.0,77.0,19.4,6.0,25.0,92.6,32.0,91.4,0.0,0.0,542.0,350.0,64.6,7.4,4000.0,31.0,13.0,203.0,37.4,31.0,502.0,2019.0,4.0,13.0,112.0,22.3,8.0,3.0,0.0,13.0,3.0,184.0
Jets,Patriots,1,26,2015,16,0,604.0,362.0,59.9,6.9,4170.0,33.0,16.0,88.0,210.0,34.8,56.0,9.0,22.0,113.0,448.0,1868.0,4.2,11.0,13.0,2.0,99.0,22.1,6.0,27.0,81.8,42.0,97.7,0.0,0.0,596.0,361.0,60.6,6.5,3851.0,24.0,12.0,204.0,34.2,49.0,397.0,1580.0,4.0,8.0,77.0,19.4,22.0,9.0,2.0,12.0,0.0,176.0
Patriots,Jets,0,20,2015,16,0,629.0,404.0,64.2,7.6,4812.0,36.0,7.0,101.9,229.0,36.4,59.0,12.0,38.0,225.0,383.0,1404.0,3.7,14.0,4.0,0.0,87.0,22.7,2.0,33.0,91.7,52.0,100.0,0.0,0.0,601.0,343.0,57.1,6.3,3763.0,25.0,18.0,185.0,30.8,39.0,373.0,1335.0,3.6,4.0,62.0,16.6,15.0,12.0,0.0,18.0,0.0,191.0
Titans,Texans,1,6,2015,16,0,551.0,342.0,62.1,7.1,3893.0,25.0,17.0,85.5,195.0,35.4,49.0,6.0,54.0,390.0,371.0,1485.0,4.0,10.0,10.0,2.0,66.0,17.8,9.0,14.0,87.5,29.0,93.6,0.0,0.0,553.0,326.0,59.0,6.1,3366.0,24.0,14.0,173.0,31.3,45.0,388.0,1597.0,4.1,10.0,79.0,20.4,12.0,11.0,1.0,14.0,2.0,180.0
Texans,Titans,0,34,2015,16,0,619.0,358.0,57.8,6.6,4079.0,29.0,12.0,85.3,210.0,33.9,46.0,8.0,36.0,246.0,472.0,1731.0,3.7,7.0,7.0,1.0,90.0,19.1,5.0,23.0,85.2,32.0,88.9,0.0,0.0,502.0,319.0,63.6,7.3,3678.0,34.0,11.0,192.0,38.2,39.0,462.0,1797.0,3.9,11.0,101.0,21.9,11.0,8.0,1.0,11.0,1.0,164.0
Chiefs,Browns,1,17,2015,16,0,473.0,310.0,65.5,7.4,3493.0,20.0,7.0,95.4,155.0,32.8,42.0,10.0,46.0,238.0,436.0,2044.0,4.7,19.0,13.0,2.0,116.0,26.6,5.0,30.0,81.1,39.0,95.1,0.0,0.0,511.0,322.0,63.0,7.8,4012.0,34.0,11.0,186.0,36.4,29.0,458.0,2055.0,4.5,11.0,104.0,22.7,14.0,10.0,0.0,11.0,2.0,210.0
Browns,Chiefs,0,13,2015,16,0,609.0,371.0,60.9,6.8,4156.0,20.0,12.0,84.0,192.0,31.5,48.0,12.0,53.0,374.0,380.0,1529.0,4.0,5.0,10.0,2.0,81.0,21.3,5.0,28.0,87.5,22.0,91.7,0.0,1.0,607.0,349.0,57.5,6.1,3698.0,25.0,22.0,193.0,31.8,47.0,383.0,1571.0,4.1,7.0,86.0,22.4,13.0,6.0,2.0,22.0,4.0,477.0
Lions,Niners,1,32,2015,16,0,632.0,420.0,66.5,7.1,4463.0,33.0,14.0,95.1,236.0,37.3,52.0,8.0,44.0,251.0,354.0,1335.0,3.8,7.0,7.0,0.0,71.0,20.1,7.0,22.0,91.7,36.0,92.3,0.0,0.0,549.0,375.0,68.3,7.6,4179.0,21.0,9.0,199.0,36.2,28.0,504.0,2020.0,4.0,20.0,128.0,25.4,5.0,3.0,0.0,9.0,1.0,125.0
Niners,Lions,0,17,2015,16,0,526.0,322.0,61.2,6.9,3646.0,16.0,12.0,82.6,154.0,29.3,46.0,12.0,53.0,330.0,390.0,1544.0,4.0,7.0,6.0,2.0,83.0,21.3,8.0,24.0,88.9,20.0,95.2,0.0,0.0,528.0,360.0,68.2,7.2,3786.0,27.0,9.0,191.0,36.2,43.0,428.0,1808.0,4.2,18.0,96.0,22.4,17.0,9.0,1.0,9.0,1.0,103.0
Falcons,Panthers,1,20,2015,16,0,621.0,410.0,66.0,7.4,4602.0,21.0,17.0,87.8,230.0,37.0,49.0,9.0,32.0,223.0,420.0,1606.0,3.8,13.0,8.0,1.0,95.0,22.6,9.0,25.0,80.6,34.0,100.0,0.0,0.0,650.0,390.0,60.0,5.8,3752.0,21.0,24.0,198.0,30.5,44.0,364.0,1415.0,3.9,11.0,74.0,20.3,22.0,15.0,0.0,24.0,4.0,301.0
Panthers,Falcons,0,13,2015,16,0,501.0,300.0,59.9,7.7,3873.0,35.0,10.0,99.2,197.0,39.3,53.0,10.0,33.0,284.0,526.0,2282.0,4.3,19.0,11.0,3.0,136.0,25.9,8.0,30.0,83.3,56.0,94.9,0.0,0.0,561.0,370.0,66.0,6.9,3882.0,19.0,15.0,197.0,35.1,19.0,416.0,1680.0,4.0,20.0,107.0,25.7,12.0,8.0,2.0,15.0,1.0,220.0
Buccaneers,Bears,1,21,2015,16,0,535.0,312.0,58.3,7.6,4042.0,22.0,15.0,84.2,201.0,37.6,57.0,9.0,27.0,190.0,455.0,2162.0,4.8,12.0,20.0,5.0,99.0,21.8,9.0,29.0,72.5,31.0,91.2,0.0,0.0,512.0,322.0,62.9,7.0,3593.0,31.0,8.0,182.0,35.6,35.0,433.0,1934.0,4.5,9.0,103.0,23.8,6.0,9.0,0.0,8.0,0.0,103.0
Bears,Buccaneers,0,26,2015,16,0,523.0,334.0,63.9,7.4,3843.0,21.0,12.0,89.7,177.0,33.8,56.0,10.0,34.0,183.0,468.0,1854.0,4.0,13.0,6.0,0.0,108.0,23.1,5.0,33.0,84.6,28.0,96.6,0.0,0.0,540.0,378.0,70.0,7.1,3840.0,31.0,11.0,208.0,38.5,38.0,466.0,1606.0,3.4,12.0,104.0,22.3,19.0,12.0,2.0,11.0,1.0,93.0
Bills,Cowboys,1,16,2015,16,0,465.0,295.0,63.4,7.7,3600.0,23.0,9.0,95.6,155.0,33.3,51.0,12.0,42.0,257.0,509.0,2432.0,4.8,19.0,19.0,4.0,122.0,24.0,9.0,23.0,85.2,34.0,85.0,0.0,0.0,506.0,330.0,65.2,7.2,3632.0,19.0,8.0,172.0,34.0,31.0,461.0,1934.0,4.2,16.0,113.0,24.5,6.0,3.0,0.0,8.0,1.0,62.0
Cowboys,Bills,0,6,2015,16,0,528.0,334.0,63.3,7.0,3677.0,16.0,22.0,76.6,175.0,33.1,40.0,4.0,33.0,206.0,408.0,1890.0,4.6,8.0,17.0,3.0,94.0,23.0,7.0,30.0,93.8,25.0,100.0,0.0,0.0,602.0,347.0,57.6,6.6,3972.0,30.0,17.0,197.0,32.7,21.0,394.0,1730.0,4.4,10.0,87.0,22.1,9.0,8.0,1.0,17.0,2.0,253.0
Ravens,Steelers,1,20,2015,16,0,676.0,426.0,63.0,6.6,4449.0,21.0,21.0,79.4,211.0,31.2,54.0,8.0,24.0,178.0,383.0,1478.0,3.9,8.0,7.0,1.0,89.0,23.2,6.0,33.0,82.5,29.0,100.0,0.0,1.0,625.0,402.0,64.3,7.0,4350.0,29.0,17.0,231.0,37.0,48.0,382.0,1459.0,3.8,6.0,71.0,18.6,16.0,13.0,0.0,17.0,2.0,282.0
Steelers,Ravens,0,17,2015,16,0,590.0,391.0,66.3,8.2,4822.0,26.0,21.0,91.2,207.0,35.1,61.0,21.0,33.0,219.0,388.0,1724.0,4.4,16.0,15.0,3.0,91.0,23.4,5.0,35.0,83.3,32.0,94.1,0.0,1.0,545.0,350.0,64.2,6.9,3737.0,30.0,6.0,189.0,34.7,37.0,418.0,1661.0,4.0,10.0,80.0,19.1,8.0,8.0,1.0,6.0,1.0,51.0
Saints,Jaguars,1,38,2015,16,0,667.0,460.0,69.0,7.8,5205.0,32.0,12.0,100.6,247.0,37.0,72.0,13.0,32.0,235.0,397.0,1491.0,3.8,16.0,6.0,2.0,98.0,24.7,3.0,18.0,69.2,44.0,95.6,0.0,1.0,602.0,390.0,64.8,7.1,4291.0,29.0,9.0,222.0,36.9,36.0,464.0,1709.0,3.7,15.0,102.0,22.0,14.0,9.0,2.0,9.0,1.0,120.0
Jaguars,Saints,0,27,2015,16,0,607.0,355.0,58.5,7.3,4428.0,35.0,18.0,88.1,215.0,35.4,72.0,11.0,51.0,320.0,354.0,1473.0,4.2,5.0,8.0,1.0,69.0,19.5,9.0,26.0,86.7,32.0,82.0,0.0,1.0,544.0,372.0,68.4,8.4,4544.0,45.0,9.0,223.0,41.0,31.0,421.0,2071.0,4.9,12.0,103.0,24.5,18.0,13.0,1.0,9.0,0.0,87.0
Cardinals,Packers,1,38,2015,16,0,562.0,353.0,62.8,8.5,4775.0,35.0,13.0,101.0,237.0,42.2,66.0,15.0,27.0,159.0,452.0,1917.0,4.2,16.0,12.0,5.0,92.0,20.4,8.0,28.0,90.3,53.0,91.4,1.0,0.0,551.0,321.0,58.3,6.6,3642.0,20.0,16.0,183.0,33.2,43.0,420.0,1905.0,4.5,13.0,96.0,22.9,12.0,6.0,0.0,16.0,2.0,198.0
Packers,Cardinals,0,8,2015,16,0,573.0,348.0,60.7,6.7,3825.0,31.0,8.0,92.7,173.0,30.2,55.0,6.0,47.0,322.0,436.0,1850.0,4.2,8.0,9.0,1.0,100.0,22.9,8.0,24.0,85.7,36.0,100.0,0.0,0.0,573.0,343.0,59.9,6.4,3687.0,24.0,19.0,177.0,30.9,36.0,373.0,1460.0,3.9,9.0,79.0,21.2,22.0,14.0,2.0,19.0,4.0,263.0
Seahawks,Rams,1,17,2015,16,0,489.0,333.0,68.1,8.3,4061.0,34.0,8.0,109.8,190.0,38.8,60.0,9.0,46.0,271.0,500.0,2268.0,4.5,10.0,12.0,2.0,128.0,25.6,7.0,29.0,93.6,40.0,90.9,1.0,1.0,597.0,399.0,66.8,6.8,4065.0,21.0,13.0,192.0,32.2,41.0,453.0,1820.0,4.0,7.0,98.0,21.6,20.0,12.0,2.0,13.0,1.0,182.0
Rams,Seahawks,0,23,2015,16,0,473.0,273.0,57.7,6.2,2931.0,11.0,11.0,74.1,126.0,26.6,35.0,10.0,18.0,126.0,429.0,1956.0,4.6,16.0,19.0,7.0,92.0,21.4,12.0,21.0,67.7,27.0,93.1,0.0,1.0,548.0,333.0,60.8,6.1,3364.0,14.0,14.0,175.0,31.9,37.0,362.0,1304.0,3.6,10.0,71.0,19.6,18.0,8.0,3.0,14.0,0.0,205.0
Vikings,Giants,1,49,2015,16,0,454.0,294.0,64.8,7.2,3246.0,14.0,9.0,87.9,153.0,33.7,41.0,6.0,45.0,318.0,474.0,2211.0,4.7,18.0,14.0,6.0,113.0,23.8,9.0,34.0,87.2,33.0,89.2,2.0,1.0,638.0,423.0,66.3,7.5,4783.0,31.0,15.0,236.0,37.0,23.0,444.0,1942.0,4.4,15.0,104.0,23.4,18.0,12.0,2.0,15.0,2.0,206.0
Giants,Vikings,0,17,2015,16,0,623.0,392.0,62.9,7.2,4500.0,36.0,14.0,94.5,208.0,33.4,53.0,16.0,27.0,157.0,403.0,1609.0,4.0,5.0,8.0,0.0,77.0,19.1,4.0,30.0,93.8,44.0,97.8,1.0,1.0,561.0,359.0,64.0,6.7,3759.0,24.0,13.0,189.0,33.7,43.0,411.0,1748.0,4.2,7.0,94.0,22.9,11.0,9.0,1.0,13.0,2.0,215.0
Broncos,Bengals,1,20,2015,16,0,606.0,368.0,60.7,7.0,4216.0,19.0,23.0,76.3,201.0,33.2,41.0,11.0,39.0,246.0,411.0,1718.0,4.2,13.0,11.0,2.0,85.0,20.7,5.0,30.0,85.7,35.0,97.2,0.0,1.0,646.0,415.0,64.2,6.2,3976.0,18.0,21.0,202.0,31.3,42.0,344.0,1477.0,4.3,8.0,74.0,21.5,10.0,7.0,0.0,21.0,1.0,202.0
Bengals,Broncos,0,17,2015,16,0,505.0,334.0,66.1,8.1,4104.0,31.0,9.0,104.1,191.0,37.8,63.0,13.0,32.0,181.0,467.0,1805.0,3.9,18.0,5.0,0.0,99.0,21.2,8.0,23.0,82.1,48.0,98.0,0.0,0.0,573.0,344.0,60.0,5.6,3193.0,19.0,14.0,162.0,28.3,52.0,408.0,1337.0,3.3,10.0,81.0,19.8,22.0,12.0,1.0,14.0,4.0,321.0
Bills,Jets,1,22,2015,17,0,465.0,295.0,63.4,7.7,3600.0,23.0,9.0,95.6,155.0,33.3,51.0,12.0,42.0,257.0,509.0,2432.0,4.8,19.0,19.0,4.0,122.0,24.0,9.0,23.0,85.2,34.0,85.0,0.0,0.0,601.0,343.0,57.1,6.3,3763.0,25.0,18.0,185.0,30.8,39.0,373.0,1335.0,3.6,4.0,62.0,16.6,15.0,12.0,0.0,18.0,0.0,191.0
Jets,Bills,0,17,2015,17,0,604.0,362.0,59.9,6.9,4170.0,33.0,16.0,88.0,210.0,34.8,56.0,9.0,22.0,113.0,448.0,1868.0,4.2,11.0,13.0,2.0,99.0,22.1,6.0,27.0,81.8,42.0,97.7,0.0,0.0,602.0,347.0,57.6,6.6,3972.0,30.0,17.0,197.0,32.7,21.0,394.0,1730.0,4.4,10.0,87.0,22.1,9.0,8.0,1.0,17.0,2.0,253.0
Dolphins,Patriots,1,20,2015,17,0,588.0,365.0,62.1,7.2,4231.0,24.0,12.0,88.9,194.0,33.0,57.0,13.0,45.0,420.0,344.0,1496.0,4.4,11.0,12.0,1.0,72.0,20.9,4.0,13.0,81.2,33.0,91.7,0.0,1.0,596.0,361.0,60.6,6.5,3851.0,24.0,12.0,204.0,34.2,49.0,397.0,1580.0,4.0,8.0,77.0,19.4,22.0,9.0,2.0,12.0,0.0,176.0
Patriots,Dolphins,0,10,2015,17,0,629.0,404.0,64.2,7.6,4812.0,36.0,7.0,101.9,229.0,36.4,59.0,12.0,38.0,225.0,383.0,1404.0,3.7,14.0,4.0,0.0,87.0,22.7,2.0,33.0,91.7,52.0,100.0,0.0,0.0,542.0,350.0,64.6,7.4,4000.0,31.0,13.0,203.0,37.4,31.0,502.0,2019.0,4.0,13.0,112.0,22.3,8.0,3.0,0.0,13.0,3.0,184.0
Bengals,Ravens,1,24,2015,17,0,505.0,334.0,66.1,8.1,4104.0,31.0,9.0,104.1,191.0,37.8,63.0,13.0,32.0,181.0,467.0,1805.0,3.9,18.0,5.0,0.0,99.0,21.2,8.0,23.0,82.1,48.0,98.0,0.0,0.0,545.0,350.0,64.2,6.9,3737.0,30.0,6.0,189.0,34.7,37.0,418.0,1661.0,4.0,10.0,80.0,19.1,8.0,8.0,1.0,6.0,1.0,51.0
Ravens,Bengals,0,16,2015,17,0,676.0,426.0,63.0,6.6,4449.0,21.0,21.0,79.4,211.0,31.2,54.0,8.0,24.0,178.0,383.0,1478.0,3.9,8.0,7.0,1.0,89.0,23.2,6.0,33.0,82.5,29.0,100.0,0.0,1.0,646.0,415.0,64.2,6.2,3976.0,18.0,21.0,202.0,31.3,42.0,344.0,1477.0,4.3,8.0,74.0,21.5,10.0,7.0,0.0,21.0,1.0,202.0
Browns,Steelers,1,12,2015,17,0,609.0,371.0,60.9,6.8,4156.0,20.0,12.0,84.0,192.0,31.5,48.0,12.0,53.0,374.0,380.0,1529.0,4.0,5.0,10.0,2.0,81.0,21.3,5.0,28.0,87.5,22.0,91.7,0.0,1.0,625.0,402.0,64.3,7.0,4350.0,29.0,17.0,231.0,37.0,48.0,382.0,1459.0,3.8,6.0,71.0,18.6,16.0,13.0,0.0,17.0,2.0,282.0
Steelers,Browns,0,28,2015,17,0,590.0,391.0,66.3,8.2,4822.0,26.0,21.0,91.2,207.0,35.1,61.0,21.0,33.0,219.0,388.0,1724.0,4.4,16.0,15.0,3.0,91.0,23.4,5.0,35.0,83.3,32.0,94.1,0.0,1.0,511.0,322.0,63.0,7.8,4012.0,34.0,11.0,186.0,36.4,29.0,458.0,2055.0,4.5,11.0,104.0,22.7,14.0,10.0,0.0,11.0,2.0,210.0
Texans,Jaguars,1,30,2015,17,0,619.0,358.0,57.8,6.6,4079.0,29.0,12.0,85.3,210.0,33.9,46.0,8.0,36.0,246.0,472.0,1731.0,3.7,7.0,7.0,1.0,90.0,19.1,5.0,23.0,85.2,32.0,88.9,0.0,0.0,602.0,390.0,64.8,7.1,4291.0,29.0,9.0,222.0,36.9,36.0,464.0,1709.0,3.7,15.0,102.0,22.0,14.0,9.0,2.0,9.0,1.0,120.0
Jaguars,Texans,0,6,2015,17,0,607.0,355.0,58.5,7.3,4428.0,35.0,18.0,88.1,215.0,35.4,72.0,11.0,51.0,320.0,354.0,1473.0,4.2,5.0,8.0,1.0,69.0,19.5,9.0,26.0,86.7,32.0,82.0,0.0,1.0,553.0,326.0,59.0,6.1,3366.0,24.0,14.0,173.0,31.3,45.0,388.0,1597.0,4.1,10.0,79.0,20.4,12.0,11.0,1.0,14.0,2.0,180.0
Colts,Titans,1,30,2015,17,0,619.0,355.0,57.4,6.4,3928.0,26.0,19.0,77.5,195.0,31.5,46.0,7.0,37.0,224.0,396.0,1438.0,3.6,6.0,7.0,0.0,77.0,19.4,6.0,25.0,92.6,32.0,91.4,0.0,0.0,502.0,319.0,63.6,7.3,3678.0,34.0,11.0,192.0,38.2,39.0,462.0,1797.0,3.9,11.0,101.0,21.9,11.0,8.0,1.0,11.0,1.0,164.0
Titans,Colts,0,24,2015,17,0,551.0,342.0,62.1,7.1,3893.0,25.0,17.0,85.5,195.0,35.4,49.0,6.0,54.0,390.0,371.0,1485.0,4.0,10.0,10.0,2.0,66.0,17.8,9.0,14.0,87.5,29.0,93.6,0.0,0.0,585.0,354.0,60.5,7.0,4114.0,29.0,17.0,210.0,35.9,35.0,452.0,1952.0,4.3,14.0,89.0,19.7,13.0,8.0,1.0,17.0,4.0,196.0
